id,city,city_tier,age_group,fd_amount_l,fd_count,days_left,last_login_days,n_signals,has_early_withdrawal,has_no_login,has_competitor_browse,has_safety_check,has_support_ticket,has_rate_compare,has_mf_browse,has_stocks_search,persona,outcome,risk_score,urgency
253,Ahmedabad,1,mid,8.54,1,4,52,3,0,1,0,1,0,0,1,0,Exiter,Churn,42,40
254,Ahmedabad,1,young,9.17,2,13,25,1,0,0,0,1,0,0,0,0,Protector,Renew,16,13
255,Hyderabad,1,mid,14.04,1,19,3,3,1,0,0,1,0,1,0,0,Optimizer,Renew,35,33
256,Kochi,2,senior,1.81,3,2,10,3,1,0,0,1,0,1,0,0,Exiter,Withdraw,59,57
257,Lucknow,2,mid,0.78,2,7,2,3,1,0,0,1,1,0,0,0,Anxious Saver,Withdraw,54,50
258,Chennai,1,mid,3.94,1,22,14,3,0,0,1,1,0,1,0,0,Protector,Renew,29,28
259,Lucknow,2,mid,9.25,1,5,2,3,0,0,0,0,1,1,1,0,Optimizer,Renew,30,28
260,Coimbatore,2,mid,3.29,2,19,5,1,0,0,0,0,0,0,1,0,Protector,Upgrade,6,9
261,Hyderabad,1,senior,6.39,1,2,3,1,0,0,0,1,0,0,0,0,Protector,Renew,30,34
262,Chandigarh,2,mid,1.4,1,8,6,4,1,0,1,1,1,0,0,0,Anxious Saver,Withdraw,66,67
263,Pune,1,mid,1.91,2,21,31,3,0,1,0,1,0,0,1,0,Exiter,Withdraw,28,31
264,Chennai,1,mid,5.42,2,24,3,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
265,Chennai,1,mid,9.48,1,18,45,1,0,1,0,0,0,0,0,0,Exiter,Churn,29,30
266,Ahmedabad,1,senior,2.95,1,17,2,1,0,0,0,1,0,0,0,0,Protector,Upgrade,0,0
267,Allahabad,3,young,0.84,2,21,5,4,0,0,0,1,0,1,1,1,Optimizer,Upgrade,7,11
268,Jaipur,2,mid,1.26,2,7,25,5,1,1,1,1,0,1,0,0,Exiter,Withdraw,92,89
269,Patna,3,senior,1.2,1,12,1,1,1,0,0,0,0,0,0,0,Exiter,Churn,20,24
270,Bengaluru,1,senior,1.63,1,14,14,3,0,0,0,1,0,0,1,1,Optimizer,Upgrade,6,9
271,Agra,3,mid,1.69,2,18,2,1,0,0,0,1,0,0,0,0,Protector,Renew,4,4
272,Mysuru,3,mid,0.99,3,26,3,3,1,0,0,1,0,0,1,0,Optimizer,Upgrade,21,23
273,Bhopal,3,young,1.4,2,21,16,3,1,0,0,1,0,1,0,0,Anxious Saver,Withdraw,44,40
274,Ahmedabad,1,young,21.73,1,9,1,2,1,0,0,0,0,1,0,0,Optimizer,Upgrade,40,39
275,Mumbai,1,senior,4.64,1,17,5,1,0,0,0,1,0,0,0,0,Protector,Renew,12,14
276,Delhi,1,mid,20.0,1,13,2,1,0,0,0,1,0,0,0,0,Protector,Renew,9,14
277,Chennai,1,senior,6.14,1,29,33,2,0,1,0,1,0,0,0,0,Exiter,Withdraw,36,35
278,Kolkata,1,young,5.24,2,19,8,2,0,0,0,0,1,1,0,0,Optimizer,Upgrade,24,27
279,Kolkata,1,mid,3.01,2,23,1,2,0,0,0,1,1,0,0,0,Anxious Saver,Churn,19,19
280,Nagpur,2,young,3.66,2,29,7,2,0,0,0,1,0,1,0,0,Protector,Renew,14,18
281,Chennai,1,young,5.42,4,5,16,4,1,0,1,1,0,1,0,0,Exiter,Churn,72,70
282,Kochi,2,mid,3.2,3,4,3,2,1,0,0,0,0,0,0,1,Exiter,Churn,27,25
283,Kolkata,1,mid,11.27,1,18,13,1,0,0,0,1,0,0,0,0,Protector,Withdraw,6,3
284,Pune,1,mid,3.07,1,16,6,3,0,0,1,1,0,1,0,0,Protector,Renew,23,22
285,Coimbatore,2,senior,2.95,2,25,6,2,1,0,0,0,0,0,1,0,Optimizer,Upgrade,23,23
286,Chennai,1,mid,7.73,2,8,6,4,1,0,1,1,1,0,0,0,Anxious Saver,Renew,63,63
287,Mumbai,1,young,7.15,2,26,5,3,0,0,0,0,1,0,1,1,Optimizer,Renew,3,9
288,Hyderabad,1,mid,4.61,5,16,35,2,0,0,0,1,0,1,0,0,Protector,Renew,25,28
289,Ahmedabad,1,mid,3.22,1,23,3,3,0,0,0,1,0,1,0,1,Protector,Renew,8,5
290,Mysuru,3,young,1.96,4,8,5,1,0,0,0,0,1,0,0,0,Anxious Saver,Withdraw,21,22
291,Bengaluru,1,mid,2.16,3,8,7,3,1,0,1,0,1,0,0,0,Exiter,Withdraw,60,64
292,Patna,3,senior,3.11,4,14,7,5,1,0,0,1,0,1,1,1,Optimizer,Upgrade,36,39
293,Ahmedabad,1,young,8.39,1,6,9,3,1,0,0,1,0,1,0,0,Exiter,Withdraw,51,55
294,Coimbatore,2,mid,3.34,2,5,10,3,1,0,1,1,0,0,0,0,Exiter,Churn,57,58
295,Jaipur,2,mid,5.15,3,14,8,1,0,0,0,0,0,0,0,1,Protector,Renew,5,4
296,Ahmedabad,1,young,6.58,1,11,9,2,0,0,0,1,1,0,0,0,Protector,Upgrade,23,26
297,Indore,2,mid,2.26,1,9,7,2,0,0,0,1,0,1,0,0,Protector,Renew,25,26
298,Mysuru,3,mid,1.48,1,21,11,2,0,0,1,1,0,0,0,0,Protector,Renew,28,30
299,Kochi,2,young,8.69,3,8,4,2,0,0,0,0,1,0,1,0,Optimizer,Upgrade,6,5
300,Hyderabad,1,mid,9.21,1,25,11,3,0,0,0,0,1,1,0,1,Anxious Saver,Churn,16,10
301,Delhi,1,mid,2.03,4,29,6,2,0,0,1,0,1,0,0,0,Protector,Renew,36,37
302,Bengaluru,1,mid,3.64,1,6,4,0,0,0,0,0,0,0,0,0,Protector,Renew,14,18
303,Chandigarh,2,senior,4.15,2,8,5,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,32,31
304,Hyderabad,1,senior,4.21,1,1,21,1,0,0,1,0,0,0,0,0,Exiter,Withdraw,49,51
305,Hyderabad,1,mid,7.45,2,29,57,3,1,1,0,1,0,0,0,0,Exiter,Withdraw,67,73
306,Bengaluru,1,senior,2.44,4,28,6,0,0,0,0,0,0,0,0,0,Protector,Renew,0,2
307,Kochi,2,mid,1.46,3,21,10,3,0,0,0,0,1,1,0,1,Optimizer,Renew,19,19
308,Pune,1,mid,2.86,1,26,1,1,1,0,0,0,0,0,0,0,Exiter,Withdraw,25,20
309,Ahmedabad,1,mid,2.84,1,25,39,2,1,1,0,0,0,0,0,0,Exiter,Withdraw,59,60
310,Indore,2,mid,8.07,1,1,3,3,0,0,1,1,0,1,0,0,Protector,Renew,47,48
311,Bhopal,3,mid,1.42,1,2,4,5,1,0,1,1,1,1,0,0,Exiter,Withdraw,82,85
312,Hyderabad,1,young,3.01,1,13,6,2,0,0,0,1,0,0,0,1,Protector,Renew,11,12
313,Pune,1,mid,3.99,2,1,14,1,1,0,0,0,0,0,0,0,Exiter,Churn,37,39
314,Varanasi,3,senior,1.0,1,19,7,1,0,0,0,0,0,0,0,1,Protector,Renew,0,0
315,Chandigarh,2,mid,1.37,3,9,3,1,0,0,0,0,0,1,0,0,Optimizer,Upgrade,14,14
316,Agra,3,mid,2.96,1,19,42,2,0,1,0,1,0,0,0,0,Exiter,Churn,32,32
317,Pune,1,mid,1.5,1,23,6,1,0,0,0,0,0,1,0,0,Protector,Renew,10,9
318,Pune,1,senior,1.55,2,10,1,2,0,0,0,1,1,0,0,0,Anxious Saver,Renew,20,22
319,Mumbai,1,mid,7.54,1,12,2,2,0,0,0,1,0,1,0,0,Protector,Renew,18,24
320,Delhi,1,mid,2.01,4,17,3,1,0,0,0,1,0,0,0,0,Protector,Renew,0,0
321,Bengaluru,1,mid,13.73,1,2,4,3,0,0,1,1,0,1,0,0,Protector,Renew,48,48
322,Pune,1,senior,1.92,4,15,16,1,0,0,0,1,0,0,0,0,Protector,Renew,9,12
323,Bhopal,3,young,0.88,3,4,1,2,0,0,0,0,1,1,0,0,Optimizer,Upgrade,40,39
324,Delhi,1,senior,2.42,2,26,3,3,0,0,0,1,0,0,1,1,Optimizer,Renew,0,0
325,Delhi,1,mid,5.46,1,17,15,1,0,0,0,1,0,0,0,0,Protector,Renew,14,13
326,Jaipur,2,mid,1.81,2,25,17,1,0,0,0,1,0,0,0,0,Protector,Upgrade,16,12
327,Bengaluru,1,senior,2.12,2,7,33,2,0,1,1,0,0,0,0,0,Exiter,Churn,54,57
328,Hyderabad,1,young,4.46,1,20,8,2,1,0,0,0,0,0,1,0,Optimizer,Renew,24,23
329,Mysuru,3,senior,2.2,2,9,6,3,1,0,0,0,1,1,0,0,Anxious Saver,Renew,45,46
330,Bhopal,3,senior,1.43,2,12,1,2,0,0,0,1,0,1,0,0,Protector,Renew,19,19
331,Hyderabad,1,mid,1.21,1,13,4,2,0,0,0,1,1,0,0,0,Anxious Saver,Renew,22,22
332,Hyderabad,1,young,6.1,1,10,3,3,0,0,0,1,1,0,1,0,Protector,Upgrade,25,24
333,Lucknow,2,young,1.23,3,18,2,1,0,0,0,1,0,0,0,0,Protector,Withdraw,4,6
334,Hyderabad,1,mid,7.89,2,20,3,0,0,0,0,0,0,0,0,0,Protector,Renew,6,10
335,Delhi,1,senior,6.22,3,19,3,2,0,0,1,1,0,0,0,0,Protector,Withdraw,21,15
336,Ahmedabad,1,mid,11.25,2,25,11,1,0,0,0,0,0,1,0,0,Protector,Renew,0,0
337,Vadodara,2,mid,3.4,1,5,29,1,0,0,0,0,0,1,0,0,Exiter,Churn,29,27
338,Jaipur,2,mid,2.57,2,3,26,2,0,1,0,0,0,1,0,0,Exiter,Churn,48,52
339,Hyderabad,1,senior,2.79,3,6,27,3,1,0,1,1,0,0,0,0,Exiter,Churn,72,72
340,Kochi,2,mid,2.2,1,27,27,0,0,0,0,0,0,0,0,0,Protector,Upgrade,0,3
341,Surat,3,senior,0.8,1,17,3,3,1,0,0,1,0,1,0,0,Optimizer,Renew,41,42
342,Hyderabad,1,mid,4.18,2,29,2,2,1,0,0,0,0,1,0,0,Optimizer,Withdraw,33,29
343,Varanasi,3,mid,0.97,1,6,12,2,0,0,0,1,1,0,0,0,Anxious Saver,Churn,30,35
344,Patna,3,mid,0.55,1,29,3,1,0,0,0,0,0,1,0,0,Protector,Renew,14,14
345,Varanasi,3,mid,0.78,3,11,2,3,1,0,0,1,0,0,0,1,Exiter,Withdraw,37,31
346,Kolkata,1,mid,12.16,2,26,35,3,0,1,1,1,0,0,0,0,Exiter,Churn,51,52
347,Jaipur,2,mid,3.29,1,21,12,3,0,0,0,1,0,1,1,0,Optimizer,Renew,10,8
348,Varanasi,3,young,2.1,3,26,6,0,0,0,0,0,0,0,0,0,Protector,Renew,1,4
349,Kochi,2,mid,2.74,1,13,33,5,0,1,0,1,1,1,0,1,Anxious Saver,Renew,65,66
350,Bengaluru,1,mid,7.72,1,21,7,2,1,0,0,0,0,0,1,0,Exiter,Withdraw,24,25
351,Chennai,1,mid,4.75,2,24,15,1,0,0,0,1,0,0,0,0,Protector,Renew,1,2
352,Chennai,1,senior,5.77,3,20,5,1,0,0,1,0,0,0,0,0,Protector,Renew,30,32
353,Nagpur,2,mid,1.69,2,23,10,2,0,0,0,1,0,1,0,0,Protector,Renew,14,18
354,Kolkata,1,mid,7.57,2,27,11,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,0,1
355,Lucknow,2,senior,5.36,1,16,9,2,0,0,0,1,0,0,0,1,Protector,Renew,0,0
356,Kolkata,1,mid,3.23,1,9,1,2,0,0,0,1,0,1,0,0,Protector,Renew,17,11
357,Hyderabad,1,young,4.92,1,9,1,1,0,0,1,0,0,0,0,0,Protector,Upgrade,32,28
358,Chandigarh,2,young,1.34,2,10,12,0,0,0,0,0,0,0,0,0,Protector,Renew,5,12
359,Delhi,1,senior,2.46,1,1,19,3,1,0,1,0,0,1,0,0,Exiter,Churn,81,83
360,Kolkata,1,young,6.95,2,9,5,3,1,0,0,1,1,0,0,0,Anxious Saver,Churn,48,45
361,Mysuru,3,mid,0.92,1,26,2,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
362,Nagpur,2,senior,1.42,2,10,10,1,0,0,0,0,0,0,1,0,Protector,Renew,2,7
363,Indore,2,mid,1.33,1,19,3,1,0,0,0,0,0,1,0,0,Protector,Renew,3,4
364,Hyderabad,1,young,4.94,3,25,11,6,1,0,1,1,0,1,1,1,Optimizer,Upgrade,47,44
365,Hyderabad,1,mid,4.89,1,17,5,1,0,0,0,0,0,1,0,0,Protector,Renew,11,10
366,Pune,1,mid,10.53,2,11,10,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,7,5
367,Bengaluru,1,young,1.58,5,10,17,0,0,0,0,0,0,0,0,0,Protector,Renew,17,15
368,Ahmedabad,1,mid,5.21,2,3,6,3,1,0,0,1,1,0,0,0,Anxious Saver,Renew,56,57
369,Chennai,1,senior,5.42,1,15,6,1,0,0,0,1,0,0,0,0,Protector,Renew,3,0
370,Kochi,2,young,1.36,2,8,8,3,1,0,0,0,0,1,1,0,Optimizer,Withdraw,33,29
371,Bengaluru,1,mid,5.33,1,4,51,2,1,1,0,0,0,0,0,0,Exiter,Churn,71,72
372,Hyderabad,1,young,4.93,1,3,2,1,0,0,1,0,0,0,0,0,Exiter,Withdraw,43,42
373,Varanasi,3,mid,1.12,1,9,38,1,0,0,0,1,0,0,0,0,Protector,Renew,20,18
374,Chandigarh,2,senior,2.95,1,12,13,0,0,0,0,0,0,0,0,0,Protector,Renew,12,12
375,Kolkata,1,mid,3.24,3,14,1,2,0,0,0,1,1,0,0,0,Anxious Saver,Churn,22,19
376,Indore,2,senior,2.45,2,28,2,1,0,0,0,1,0,0,0,0,Protector,Renew,0,5
377,Pune,1,mid,8.35,1,2,5,0,0,0,0,0,0,0,0,0,Protector,Renew,22,18
378,Jaipur,2,young,1.86,1,3,46,3,1,1,0,0,0,0,0,1,Exiter,Churn,70,75
379,Chennai,1,mid,2.77,2,18,1,2,0,0,0,1,0,1,0,0,Protector,Upgrade,10,8
380,Kochi,2,mid,1.68,1,16,4,3,1,0,0,1,0,1,0,0,Optimizer,Withdraw,35,36
381,Indore,2,mid,6.04,4,2,8,4,1,0,0,1,1,0,1,0,Anxious Saver,Renew,55,53
382,Mumbai,1,mid,7.33,1,12,2,2,1,0,0,1,0,0,0,0,Protector,Renew,39,38
383,Kolkata,1,mid,2.98,1,2,10,1,0,0,0,0,0,0,0,1,Protector,Renew,15,12
384,Bengaluru,1,mid,1.88,5,15,10,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
385,Kolkata,1,mid,6.01,4,20,2,2,0,0,0,1,0,0,1,0,Protector,Withdraw,0,0
386,Lucknow,2,mid,2.55,2,9,5,2,0,0,1,1,0,0,0,0,Protector,Upgrade,33,27
387,Patna,3,mid,2.09,2,28,6,2,1,0,0,0,0,0,0,1,Exiter,Withdraw,22,23
388,Agra,3,mid,3.06,3,3,2,2,1,0,0,0,0,0,1,0,Exiter,Withdraw,39,42
389,Coimbatore,2,mid,2.24,3,4,28,1,0,0,0,0,0,0,1,0,Exiter,Churn,20,20
390,Bengaluru,1,mid,9.94,1,21,9,1,0,0,0,0,0,1,0,0,Protector,Renew,11,15
391,Jaipur,2,mid,1.44,2,7,4,3,1,0,1,0,0,1,0,0,Exiter,Withdraw,61,63
392,Indore,2,mid,4.05,1,24,5,0,0,0,0,0,0,0,0,0,Protector,Withdraw,2,4
393,Trivandrum,3,senior,1.03,2,5,17,4,1,0,0,1,0,1,0,1,Anxious Saver,Withdraw,52,48
394,Kolkata,1,mid,3.49,2,15,1,1,0,0,0,1,0,0,0,0,Protector,Renew,0,4
395,Surat,3,mid,2.47,5,30,20,5,1,0,0,0,1,1,1,1,Optimizer,Upgrade,40,39
396,Delhi,1,mid,0.79,1,27,31,3,0,1,0,1,0,0,1,0,Exiter,Churn,24,21
397,Chennai,1,senior,6.16,1,21,5,1,0,0,0,0,0,0,1,0,Optimizer,Upgrade,0,1
398,Delhi,1,mid,9.61,2,27,4,1,0,0,0,0,1,0,0,0,Anxious Saver,Churn,16,17
399,Chandigarh,2,mid,6.26,1,12,4,4,1,0,0,1,1,1,0,0,Anxious Saver,Renew,57,60
400,Chennai,1,young,6.97,2,5,10,4,1,0,0,1,0,1,0,1,Exiter,Withdraw,47,48
401,Ahmedabad,1,mid,5.64,2,15,4,2,0,0,0,0,0,1,0,1,Optimizer,Renew,6,5
402,Kochi,2,young,5.04,2,10,1,2,0,0,0,0,1,1,0,0,Optimizer,Upgrade,20,22
403,Patna,3,mid,2.85,1,1,4,1,1,0,0,0,0,0,0,0,Exiter,Churn,49,49
404,Pune,1,mid,7.34,3,26,5,4,1,0,0,1,0,1,1,0,Optimizer,Upgrade,29,30
405,Hyderabad,1,senior,1.55,1,16,5,1,0,0,0,1,0,0,0,0,Protector,Renew,4,2
406,Nagpur,2,young,2.72,1,22,3,1,0,0,0,1,0,0,0,0,Protector,Renew,8,9
407,Chennai,1,mid,8.6,3,1,46,2,1,1,0,0,0,0,0,0,Exiter,Churn,76,76
408,Surat,3,mid,3.27,2,2,30,3,1,1,0,0,0,0,1,0,Exiter,Churn,63,61
409,Surat,3,senior,1.14,1,16,43,4,0,1,0,1,0,0,1,1,Exiter,Churn,24,21
410,Delhi,1,mid,10.77,3,10,1,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,0,0
411,Bengaluru,1,senior,1.0,1,22,15,2,0,0,0,0,1,1,0,0,Anxious Saver,Withdraw,25,19
412,Delhi,1,senior,8.3,1,8,25,3,0,1,0,1,0,0,0,1,Exiter,Withdraw,32,35
413,Chennai,1,mid,3.86,2,30,27,3,0,1,0,1,1,0,0,0,Anxious Saver,Renew,42,39
414,Jaipur,2,mid,7.48,1,3,53,3,0,1,1,0,0,1,0,0,Exiter,Churn,70,65
415,Bengaluru,1,mid,5.53,1,20,12,2,1,0,0,1,0,0,0,0,Protector,Renew,28,29
416,Hyderabad,1,young,5.56,2,25,11,1,0,0,0,1,0,0,0,0,Protector,Renew,11,9
417,Delhi,1,mid,5.72,1,8,13,2,1,0,0,1,0,0,0,0,Protector,Upgrade,35,35
418,Kolkata,1,mid,4.15,2,5,14,2,1,0,0,1,0,0,0,0,Exiter,Withdraw,37,41
419,Chennai,1,young,9.04,2,8,23,2,1,0,0,0,0,1,0,0,Exiter,Churn,51,45
420,Ahmedabad,1,young,3.8,5,13,30,3,0,1,1,1,0,0,0,0,Exiter,Withdraw,58,62
421,Lucknow,2,mid,4.96,1,4,10,2,1,0,0,0,1,0,0,0,Exiter,Churn,53,54
422,Hyderabad,1,young,7.2,1,22,3,1,0,0,0,1,0,0,0,0,Protector,Renew,5,5
423,Chennai,1,mid,8.16,1,6,4,3,1,0,1,1,0,0,0,0,Exiter,Churn,65,63
424,Chennai,1,senior,1.04,1,5,17,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,28,32
425,Bengaluru,1,young,3.06,4,13,6,0,0,0,0,0,0,0,0,0,Protector,Upgrade,2,8
426,Bhopal,3,mid,1.32,4,10,8,1,0,0,0,1,0,0,0,0,Protector,Withdraw,21,23
427,Mumbai,1,young,2.02,2,5,22,4,1,0,0,1,1,0,1,0,Anxious Saver,Churn,64,62
428,Surat,3,senior,3.1,3,11,45,3,0,1,0,1,1,0,0,0,Exiter,Churn,58,55
429,Pune,1,senior,2.66,5,15,6,1,0,0,0,1,0,0,0,0,Protector,Renew,0,0
430,Indore,2,senior,2.21,1,22,15,4,0,0,1,1,1,1,0,0,Anxious Saver,Withdraw,52,51
431,Kolkata,1,mid,2.11,4,16,15,3,1,0,0,0,0,1,0,1,Optimizer,Upgrade,35,35
432,Varanasi,3,mid,0.69,2,15,6,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
433,Chennai,1,mid,19.06,1,5,14,1,0,0,0,1,0,0,0,0,Protector,Renew,20,23
434,Surat,3,mid,2.12,2,16,15,1,0,0,0,0,0,1,0,0,Protector,Renew,12,8
435,Chennai,1,mid,2.36,2,21,5,1,0,0,0,1,0,0,0,0,Protector,Withdraw,10,6
436,Bhopal,3,mid,0.76,1,5,12,2,1,0,0,1,0,0,0,0,Anxious Saver,Churn,47,45
437,Hyderabad,1,young,6.42,1,8,33,5,0,1,1,1,0,1,1,0,Exiter,Churn,66,65
438,Jaipur,2,mid,6.73,4,13,41,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,38,37
439,Ahmedabad,1,young,2.0,2,17,27,5,0,1,1,1,1,0,1,0,Exiter,Churn,60,61
440,Kolkata,1,senior,1.8,1,28,3,1,0,0,0,0,0,1,0,0,Optimizer,Renew,5,0
441,Ahmedabad,1,young,1.94,1,8,1,2,1,0,0,1,0,0,0,0,Protector,Renew,32,34
442,Chennai,1,senior,8.71,1,5,1,1,0,0,1,0,0,0,0,0,Protector,Upgrade,32,25
443,Mumbai,1,mid,6.24,2,7,31,3,1,1,0,0,1,0,0,0,Exiter,Withdraw,78,76
444,Nagpur,2,mid,1.67,1,29,5,2,0,0,0,1,0,0,0,1,Protector,Renew,1,2
445,Varanasi,3,mid,4.48,3,7,40,5,1,1,0,1,0,1,1,0,Exiter,Churn,75,70
446,Ahmedabad,1,senior,8.02,3,20,14,2,1,0,0,1,0,0,0,0,Anxious Saver,Withdraw,35,32
447,Coimbatore,2,young,1.74,2,9,32,3,1,1,0,1,0,0,0,0,Exiter,Churn,65,65
448,Nagpur,2,mid,4.58,2,9,1,1,0,0,0,1,0,0,0,0,Protector,Renew,11,6
449,Delhi,1,mid,2.76,1,14,3,0,0,0,0,0,0,0,0,0,Protector,Upgrade,12,13
450,Delhi,1,mid,2.12,1,23,6,2,0,0,0,1,0,1,0,0,Protector,Upgrade,6,7
451,Hyderabad,1,young,9.38,1,27,2,1,0,0,0,1,0,0,0,0,Protector,Renew,1,0
452,Hyderabad,1,young,2.17,1,3,14,3,1,0,0,1,0,1,0,0,Exiter,Churn,49,46
453,Jaipur,2,young,2.08,1,13,34,3,0,1,0,1,0,0,1,0,Exiter,Churn,41,35
454,Varanasi,3,mid,1.39,3,19,10,4,0,0,1,1,0,1,1,0,Optimizer,Upgrade,25,26
455,Delhi,1,mid,2.65,1,10,53,3,1,1,0,0,1,0,0,0,Exiter,Withdraw,78,75
456,Indore,2,mid,1.88,2,14,12,1,0,0,0,1,0,0,0,0,Protector,Renew,10,10
457,Hyderabad,1,mid,7.5,2,3,8,2,0,0,1,1,0,0,0,0,Protector,Renew,43,45
458,Pune,1,mid,13.88,1,29,9,1,0,0,0,1,0,0,0,0,Protector,Renew,8,5
459,Nagpur,2,senior,1.83,1,17,24,3,1,0,1,1,0,0,0,0,Exiter,Churn,55,57
460,Chandigarh,2,senior,0.8,2,5,28,3,1,1,0,1,0,0,0,0,Exiter,Churn,62,64
461,Trivandrum,3,young,2.33,3,16,10,2,0,0,1,0,0,0,1,0,Protector,Renew,14,16
462,Kolkata,1,senior,4.79,1,16,24,3,0,0,1,1,0,0,1,0,Protector,Renew,32,33
463,Hyderabad,1,mid,11.42,3,4,51,4,0,1,1,1,0,1,0,0,Exiter,Churn,81,78
464,Chennai,1,mid,1.93,1,15,13,1,0,0,0,0,0,1,0,0,Protector,Renew,13,10
465,Lucknow,2,young,1.43,2,27,46,2,0,1,0,1,0,0,0,0,Exiter,Churn,31,30
466,Chennai,1,mid,11.16,3,28,20,1,0,0,0,1,0,0,0,0,Protector,Renew,14,18
467,Ahmedabad,1,young,1.88,2,21,20,3,1,0,0,1,0,1,0,0,Anxious Saver,Renew,51,47
468,Bhopal,3,mid,3.1,2,8,1,3,0,0,1,1,0,0,1,0,Protector,Renew,20,20
469,Kolkata,1,young,14.91,1,18,14,1,1,0,0,0,0,0,0,0,Exiter,Churn,26,24
470,Agra,3,mid,1.56,2,15,3,3,0,0,0,1,0,1,1,0,Optimizer,Upgrade,4,0
471,Chennai,1,mid,3.69,1,30,10,3,0,0,0,1,0,1,0,1,Protector,Renew,19,19
472,Mumbai,1,mid,3.46,3,24,1,2,1,0,0,0,1,0,0,0,Anxious Saver,Renew,35,35
473,Chennai,1,mid,2.84,3,18,5,2,0,0,0,0,0,1,1,0,Optimizer,Upgrade,2,0
474,Kolkata,1,senior,22.77,1,20,16,3,0,0,0,1,1,1,0,0,Anxious Saver,Withdraw,35,27
475,Hyderabad,1,senior,2.35,1,25,12,3,1,0,0,1,0,1,0,0,Anxious Saver,Withdraw,36,33
476,Hyderabad,1,senior,3.17,1,24,6,0,0,0,0,0,0,0,0,0,Protector,Renew,0,6
477,Chandigarh,2,mid,0.9,1,8,7,1,0,0,0,0,0,1,0,0,Protector,Withdraw,9,10
478,Agra,3,young,1.25,2,1,3,2,0,0,0,0,1,0,1,0,Optimizer,Upgrade,26,24
479,Nagpur,2,mid,4.14,2,28,15,1,0,0,0,1,0,0,0,0,Protector,Renew,14,14
480,Mumbai,1,mid,1.97,2,2,4,2,0,0,0,1,1,0,0,0,Anxious Saver,Withdraw,32,37
481,Chennai,1,senior,3.25,4,24,2,3,0,0,0,1,0,1,0,1,Protector,Upgrade,5,6
482,Delhi,1,mid,14.19,1,15,15,1,0,0,0,1,0,0,0,0,Anxious Saver,Withdraw,5,5
483,Chennai,1,senior,1.12,2,22,53,2,0,1,0,0,0,0,0,1,Exiter,Withdraw,27,17
484,Agra,3,mid,1.89,1,29,14,3,1,0,1,0,0,0,0,1,Exiter,Churn,39,43
485,Trivandrum,3,senior,0.99,1,24,8,2,0,0,0,1,0,0,1,0,Protector,Renew,0,0
486,Varanasi,3,mid,1.51,1,15,11,2,0,0,0,1,0,1,0,0,Protector,Withdraw,17,19
487,Kolkata,1,mid,5.34,4,27,11,0,0,0,0,0,0,0,0,0,Protector,Renew,0,0
488,Mumbai,1,mid,1.72,2,14,46,5,1,1,0,0,0,1,1,1,Exiter,Withdraw,63,56
489,Surat,3,mid,1.07,1,5,3,4,1,0,1,0,0,1,0,1,Exiter,Churn,65,62
490,Nagpur,2,mid,5.3,2,23,44,1,0,1,0,0,0,0,0,0,Exiter,Withdraw,32,32
491,Pune,1,mid,9.67,1,29,11,2,0,0,0,1,0,0,1,0,Protector,Upgrade,0,0
492,Pune,1,mid,3.13,2,27,57,3,0,1,0,0,1,0,0,1,Exiter,Churn,36,33
493,Kolkata,1,mid,2.94,1,11,7,1,0,0,1,0,0,0,0,0,Protector,Renew,22,23
494,Pune,1,mid,10.87,3,27,4,2,0,0,0,1,0,1,0,0,Protector,Renew,15,15
495,Hyderabad,1,senior,10.96,1,28,9,1,0,0,0,1,0,0,0,0,Protector,Renew,6,3
496,Kolkata,1,mid,7.31,4,9,3,1,0,0,0,1,0,0,0,0,Protector,Renew,6,2
497,Bhopal,3,mid,0.89,2,24,1,1,0,0,0,1,0,0,0,0,Protector,Renew,6,4
498,Mumbai,1,senior,3.1,3,20,4,3,0,0,0,1,0,1,0,1,Protector,Renew,8,6
499,Nagpur,2,senior,1.88,1,4,44,3,1,1,0,1,0,0,0,0,Exiter,Churn,77,74
500,Mumbai,1,mid,2.86,2,1,7,3,1,0,1,0,1,0,0,0,Exiter,Withdraw,81,80
501,Bengaluru,1,mid,13.3,1,8,4,3,1,0,1,0,1,0,0,0,Exiter,Churn,56,54
502,Bengaluru,1,senior,4.42,5,13,12,3,1,0,0,1,0,1,0,0,Anxious Saver,Renew,44,40
503,Ahmedabad,1,mid,1.1,1,22,2,2,1,0,1,0,0,0,0,0,Exiter,Withdraw,42,41
504,Varanasi,3,young,1.13,4,7,33,3,0,1,1,1,0,0,0,0,Exiter,Withdraw,65,66
505,Pune,1,young,6.37,2,9,28,2,0,0,0,1,1,0,0,0,Anxious Saver,Renew,34,37
506,Chennai,1,young,4.17,3,7,3,1,0,0,0,0,0,0,1,0,Optimizer,Upgrade,4,3
